filename,width,height,class,xmin,ymin,xmax,ymax
834.jpg,135,94,male,99,5,121,37
835.jpg,88,144,male,21,7,61,63
836.jpg,142,88,male,31,3,84,69
837.jpg,138,92,male,15,2,70,59
838.jpg,97,130,male,1,5,90,118
839.jpg,112,112,male,32,6,103,89
840.jpg,92,138,male,29,4,64,54
841.jpg,272,170,female,105,25,158,93
841.jpg,272,170,female,29,24,68,69
842.jpg,260,170,female,148,66,168,88
842.jpg,260,170,male,103,34,119,54
842.jpg,260,170,male,68,31,85,52
843.jpg,255,170,female,89,14,187,126
844.jpg,255,170,female,92,12,188,119
845.jpg,256,170,female,94,21,163,95
846.jpg,257,170,female,120,24,186,104
847.jpg,255,170,female,57,22,103,86
848.jpg,114,170,female,63,34,102,77
849.jpg,270,170,female,66,20,125,83
850.jpg,255,170,female,136,22,201,86
851.jpg,112,170,female,16,35,77,125
852.jpg,256,170,female,112,47,169,119
853.jpg,112,170,female,48,16,86,71
854.jpg,114,170,female,25,44,77,109
855.jpg,112,170,female,51,13,96,67
856.jpg,113,170,female,12,24,109,146
857.jpg,255,170,female,107,14,187,110
858.jpg,113,170,female,29,24,91,108
859.jpg,113,170,female,45,22,88,67
860.jpg,113,170,female,41,13,70,48
861.jpg,255,170,female,86,38,158,143
862.jpg,254,170,female,52,9,99,66
863.jpg,113,170,female,32,29,100,118
865.jpg,274,170,female,152,7,230,104
866.jpg,253,170,female,74,46,129,88
867.jpg,112,170,female,63,124,91,156
868.jpg,254,170,female,75,56,115,100
869.jpg,254,170,female,78,56,92,74
869.jpg,254,170,female,116,57,131,71
870.jpg,275,170,female,136,46,154,64
870.jpg,275,170,female,91,53,106,71
872.jpg,255,170,female,106,39,145,104
874.jpg,429,170,female,288,3,408,166
874.jpg,429,170,male,155,29,247,141
874.jpg,429,170,female,25,1,121,149
875.jpg,387,170,female,161,3,255,112
875.jpg,387,170,male,25,1,107,67
875.jpg,387,170,female,287,2,385,95
876.jpg,262,170,male,88,50,115,79
876.jpg,262,170,female,117,61,140,85
877.jpg,113,170,female,9,3,68,74
878.jpg,113,170,female,20,7,71,80
879.jpg,254,170,female,45,5,125,100
880.jpg,254,170,female,58,4,141,103
881.jpg,254,170,female,105,71,145,116
882.jpg,254,170,female,107,43,145,93
883.jpg,255,170,female,100,24,209,119
885.jpg,255,170,female,98,29,148,88
886.jpg,106,170,female,39,10,67,52
887.jpg,113,170,female,22,3,90,73
888.jpg,113,170,female,44,6,76,49
889.jpg,302,170,female,205,15,263,91
890.jpg,150,200,male,29,12,102,121
891.jpg,255,170,female,39,53,79,108
891.jpg,255,170,male,109,62,130,88
891.jpg,255,170,female,169,99,193,124
892.jpg,255,170,female,41,10,121,103
893.jpg,112,170,female,17,8,67,77
894.jpg,122,170,female,57,22,92,63
895.jpg,110,170,female,31,29,78,86
896.jpg,114,170,female,59,44,106,90
897.jpg,113,170,female,30,51,62,76
899.jpg,256,170,female,147,1,219,76
901.jpg,113,170,female,41,52,59,69
902.jpg,113,170,female,42,27,77,71
903.jpg,254,170,female,104,73,129,101
904.jpg,254,170,female,143,5,237,116
905.jpg,254,170,female,127,7,194,77
906.jpg,254,170,female,64,33,98,77
907.jpg,113,170,female,22,82,46,108
908.jpg,113,170,female,62,51,78,73
910.jpg,256,170,female,16,6,71,58
911.jpg,113,170,female,3,64,39,95
912.jpg,113,170,female,32,23,101,121
913.jpg,255,170,female,30,22,155,150
914.jpg,255,170,female,133,21,215,88
916.jpg,256,170,female,123,6,195,88
917.jpg,256,170,female,118,1,207,72
918.jpg,256,170,female,132,12,184,66
919.jpg,256,170,female,139,2,256,64
920.jpg,256,170,female,143,12,209,86
921.jpg,226,170,female,50,56,142,118
922.jpg,249,170,male,153,47,170,64
922.jpg,249,170,female,46,52,64,72
923.jpg,116,170,female,29,62,46,82
923.jpg,116,170,female,45,54,61,74
923.jpg,116,170,female,71,51,88,71
924.jpg,114,170,female,43,39,101,88
925.jpg,291,170,female,74,71,89,90
925.jpg,291,170,female,87,70,102,92
926.jpg,252,170,female,68,30,114,81
927.jpg,113,170,female,46,70,81,97
928.jpg,255,170,female,170,42,218,94
929.jpg,292,170,female,164,45,200,84
930.jpg,113,170,female,48,34,73,56
931.jpg,113,170,female,43,13,69,41
933.jpg,113,170,female,53,25,73,45
934.jpg,113,170,female,44,29,69,51
935.jpg,113,170,female,54,29,71,51
936.jpg,255,170,female,89,8,181,124
938.jpg,255,170,female,113,44,135,67
939.jpg,113,170,female,43,30,73,61
940.jpg,113,170,female,55,37,82,72
941.jpg,255,170,female,114,17,157,48
942.jpg,255,170,female,96,17,144,58
943.jpg,255,170,female,109,46,165,118
944.jpg,113,170,female,38,1,95,71
945.jpg,112,170,female,33,13,73,63
946.jpg,256,170,female,135,1,210,69
947.jpg,115,170,female,49,54,73,81
948.jpg,113,170,female,54,62,80,90
949.jpg,130,170,female,1,1,98,142
950.jpg,116,170,female,41,14,82,58
951.jpg,255,170,female,126,47,197,113
951.jpg,255,170,male,33,37,85,92
952.jpg,259,170,female,165,42,202,81
953.jpg,258,170,female,128,40,155,75
953.jpg,258,170,male,86,34,118,70
954.jpg,254,170,female,160,17,208,59
955.jpg,113,170,female,42,44,68,79
956.jpg,254,170,female,89,2,148,84
957.jpg,254,170,male,99,38,121,67
957.jpg,254,170,female,129,43,154,75
957.jpg,254,170,female,160,72,190,113
958.jpg,259,170,female,87,21,162,97
960.jpg,254,170,female,102,19,176,103
961.jpg,254,170,female,87,24,148,111
962.jpg,254,170,female,116,32,136,55
963.jpg,113,170,female,42,26,73,60
964.jpg,109,170,female,56,43,84,76
965.jpg,254,170,female,82,47,114,75
966.jpg,244,170,female,100,33,129,56
967.jpg,113,170,female,49,16,70,41
968.jpg,113,170,female,40,18,62,45
969.jpg,113,170,female,57,7,76,32
970.jpg,113,170,female,51,11,72,34
971.jpg,113,170,female,44,9,78,50
972.jpg,113,170,female,47,28,68,49
973.jpg,113,170,female,56,25,75,47
974.jpg,113,170,female,50,13,71,34
975.jpg,113,170,female,46,3,76,32
976.jpg,113,170,female,51,10,79,39
977.jpg,254,170,female,104,96,121,116
978.jpg,254,170,female,104,46,134,75
979.jpg,288,170,female,156,20,194,61
980.jpg,113,170,female,43,33,73,64
981.jpg,254,170,female,159,86,236,156
982.jpg,113,170,female,23,24,72,98
983.jpg,310,170,female,96,24,208,160
984.jpg,255,170,female,98,19,202,139
986.jpg,93,170,female,21,13,69,58
987.jpg,255,170,female,149,43,179,84
988.jpg,255,170,female,122,32,150,63
989.jpg,255,170,female,144,14,229,133
990.jpg,255,170,female,162,44,200,95
991.jpg,255,170,female,87,17,158,83
992.jpg,255,170,female,55,60,109,107
993.jpg,255,170,female,152,41,223,105
994.jpg,113,170,female,18,30,63,67
995.jpg,113,170,female,67,83,100,120
996.jpg,118,170,female,42,69,67,99
997.jpg,113,170,female,53,51,100,121
998.jpg,425,200,female,208,9,291,138
999.jpg,254,170,female,142,48,182,87
